session_id,user_id,session_date,session_duration_mins,device,plan
SESS010062,USR0550,2024-06-28,27,Mobile,Growth
SESS010063,USR0550,2024-06-30,53,Mobile,Growth
SESS010064,USR0550,2024-06-25,20,Web,Growth
SESS010065,USR0550,2024-06-25,38,Desktop App,Growth
SESS010066,USR0550,2024-06-25,16,Desktop App,Growth
SESS010067,USR0550,2024-06-27,15,Mobile,Growth
SESS010068,USR0550,2024-06-26,35,Mobile,Growth
SESS010069,USR0550,2024-06-26,30,Mobile,Growth
SESS010070,USR0550,2024-06-29,15,Mobile,Growth
SESS010071,USR0550,2024-06-30,25,Web,Growth
SESS010072,USR0550,2024-06-29,46,Mobile,Growth
SESS010073,USR0550,2024-06-30,26,Desktop App,Growth
SESS010074,USR0550,2024-06-27,55,Mobile,Growth
SESS010075,USR0550,2024-06-28,59,Mobile,Growth
SESS010076,USR0550,2024-06-25,38,Mobile,Growth
SESS010077,USR0551,2024-04-19,27,Web,Starter
SESS010078,USR0551,2024-06-17,34,Mobile,Starter
SESS010079,USR0551,2024-04-25,44,Web,Starter
SESS010080,USR0551,2024-05-06,20,Mobile,Starter
SESS010081,USR0551,2024-04-06,11,Mobile,Starter
SESS010082,USR0551,2024-05-28,37,Web,Starter
SESS010083,USR0551,2024-04-26,45,Mobile,Starter
SESS010084,USR0551,2024-05-18,31,Web,Starter
SESS010085,USR0551,2024-03-29,29,Web,Starter
SESS010086,USR0551,2024-05-30,42,Mobile,Starter
SESS010087,USR0551,2024-04-05,28,Web,Starter
SESS010088,USR0552,2024-04-26,40,Web,Enterprise
SESS010089,USR0552,2024-06-08,82,Web,Enterprise
SESS010090,USR0552,2024-04-23,88,Mobile,Enterprise
SESS010091,USR0552,2024-04-30,53,Mobile,Enterprise
SESS010092,USR0552,2024-04-12,39,Desktop App,Enterprise
SESS010093,USR0552,2024-05-09,61,Mobile,Enterprise
SESS010094,USR0552,2024-06-26,27,Mobile,Enterprise
SESS010095,USR0552,2024-05-20,54,Web,Enterprise
SESS010096,USR0552,2024-05-21,20,Mobile,Enterprise
SESS010097,USR0552,2024-05-26,61,Web,Enterprise
SESS010098,USR0552,2024-06-03,76,Web,Enterprise
SESS010099,USR0552,2024-06-08,62,Web,Enterprise
SESS010100,USR0552,2024-04-13,56,Mobile,Enterprise
SESS010101,USR0552,2024-06-20,59,Web,Enterprise
SESS010102,USR0552,2024-06-17,26,Mobile,Enterprise
SESS010103,USR0552,2024-06-21,41,Web,Enterprise
SESS010104,USR0552,2024-06-30,48,Web,Enterprise
SESS010105,USR0552,2024-04-12,27,Web,Enterprise
SESS010106,USR0552,2024-05-29,41,Desktop App,Enterprise
SESS010107,USR0552,2024-05-03,75,Desktop App,Enterprise
SESS010108,USR0552,2024-05-20,70,Web,Enterprise
SESS010109,USR0552,2024-05-30,26,Web,Enterprise
SESS010110,USR0552,2024-05-28,24,Mobile,Enterprise
SESS010111,USR0552,2024-04-18,54,Desktop App,Enterprise
SESS010112,USR0552,2024-06-25,31,Web,Enterprise
SESS010113,USR0552,2024-04-16,45,Web,Enterprise
SESS010114,USR0552,2024-06-19,73,Web,Enterprise
SESS010115,USR0552,2024-06-14,83,Web,Enterprise
SESS010116,USR0552,2024-06-06,90,Mobile,Enterprise
SESS010117,USR0552,2024-05-25,45,Mobile,Enterprise
SESS010118,USR0552,2024-05-13,81,Mobile,Enterprise
SESS010119,USR0552,2024-05-14,26,Desktop App,Enterprise
SESS010120,USR0552,2024-05-03,82,Mobile,Enterprise
SESS010121,USR0552,2024-06-18,86,Mobile,Enterprise
SESS010122,USR0552,2024-04-09,69,Web,Enterprise
SESS010123,USR0552,2024-06-26,38,Web,Enterprise
SESS010124,USR0552,2024-05-23,67,Mobile,Enterprise
SESS010125,USR0552,2024-05-17,62,Mobile,Enterprise
SESS010126,USR0552,2024-06-23,89,Desktop App,Enterprise
SESS010127,USR0552,2024-06-08,70,Web,Enterprise
SESS010128,USR0552,2024-04-11,60,Web,Enterprise
SESS010129,USR0552,2024-05-17,63,Web,Enterprise
SESS010130,USR0552,2024-04-23,64,Web,Enterprise
SESS010131,USR0552,2024-06-07,64,Mobile,Enterprise
SESS010132,USR0552,2024-05-18,67,Web,Enterprise
SESS010133,USR0552,2024-04-29,23,Web,Enterprise
SESS010134,USR0552,2024-06-16,72,Web,Enterprise
SESS010135,USR0552,2024-04-24,25,Mobile,Enterprise
SESS010136,USR0552,2024-05-30,80,Web,Enterprise
SESS010137,USR0552,2024-05-29,80,Web,Enterprise
SESS010138,USR0552,2024-06-28,53,Web,Enterprise
SESS010139,USR0552,2024-04-08,28,Mobile,Enterprise
SESS010140,USR0552,2024-05-23,90,Web,Enterprise
SESS010141,USR0552,2024-06-22,77,Mobile,Enterprise
SESS010142,USR0552,2024-06-06,80,Web,Enterprise
SESS010143,USR0552,2024-06-11,26,Mobile,Enterprise
SESS010144,USR0552,2024-06-25,46,Web,Enterprise
SESS010145,USR0552,2024-05-16,35,Web,Enterprise
SESS010146,USR0553,2024-03-17,5,Web,Trial
SESS010147,USR0553,2024-03-01,19,Mobile,Trial
SESS010148,USR0553,2024-02-09,18,Web,Trial
SESS010149,USR0553,2024-02-05,20,Web,Trial
SESS010150,USR0553,2024-03-19,20,Web,Trial
SESS010151,USR0553,2024-03-18,11,Web,Trial
SESS010152,USR0553,2024-04-13,7,Mobile,Trial
SESS010153,USR0554,2024-05-15,48,Web,Growth
SESS010154,USR0554,2024-05-14,27,Web,Growth
SESS010155,USR0554,2024-03-14,52,Mobile,Growth
SESS010156,USR0554,2024-05-26,23,Web,Growth
SESS010157,USR0554,2024-04-18,16,Mobile,Growth
SESS010158,USR0554,2024-05-08,26,Mobile,Growth
SESS010159,USR0554,2024-03-14,39,Web,Growth
SESS010160,USR0554,2024-04-03,30,Web,Growth
SESS010161,USR0554,2024-04-27,35,Web,Growth
SESS010162,USR0554,2024-05-12,45,Web,Growth
SESS010163,USR0554,2024-05-02,52,Web,Growth
SESS010164,USR0554,2024-03-20,21,Web,Growth
SESS010165,USR0554,2024-03-16,60,Mobile,Growth
SESS010166,USR0554,2024-03-25,46,Web,Growth
SESS010167,USR0554,2024-05-05,60,Web,Growth
SESS010168,USR0554,2024-04-05,39,Web,Growth
SESS010169,USR0554,2024-04-08,31,Mobile,Growth
SESS010170,USR0554,2024-05-20,57,Web,Growth
SESS010171,USR0554,2024-03-28,18,Mobile,Growth
SESS010172,USR0554,2024-03-12,42,Mobile,Growth
SESS010173,USR0554,2024-04-29,53,Mobile,Growth
SESS010174,USR0554,2024-05-19,54,Web,Growth
SESS010175,USR0554,2024-04-05,52,Web,Growth
SESS010176,USR0554,2024-04-11,48,Web,Growth
SESS010177,USR0554,2024-04-22,53,Web,Growth
SESS010178,USR0554,2024-04-10,44,Web,Growth
SESS010179,USR0554,2024-04-08,60,Web,Growth
SESS010180,USR0554,2024-05-18,55,Web,Growth
SESS010181,USR0554,2024-04-04,42,Mobile,Growth
SESS010182,USR0554,2024-04-06,37,Web,Growth
SESS010183,USR0554,2024-03-13,36,Mobile,Growth
SESS010184,USR0554,2024-04-27,41,Mobile,Growth
SESS010185,USR0555,2024-06-23,18,Mobile,Growth
SESS010186,USR0555,2024-06-18,22,Mobile,Growth
SESS010187,USR0555,2024-06-30,44,Mobile,Growth
SESS010188,USR0555,2024-06-22,56,Mobile,Growth
SESS010189,USR0555,2024-06-17,30,Web,Growth
SESS010190,USR0555,2024-06-21,19,Mobile,Growth
SESS010191,USR0555,2024-06-16,57,Web,Growth
SESS010192,USR0555,2024-06-19,27,Web,Growth
SESS010193,USR0555,2024-06-16,54,Web,Growth
SESS010194,USR0555,2024-06-19,53,Web,Growth
SESS010195,USR0556,2024-06-13,42,Web,Starter
SESS010196,USR0556,2024-06-29,31,Desktop App,Starter
SESS010197,USR0556,2024-03-14,36,Web,Starter
SESS010198,USR0556,2024-03-18,20,Web,Starter
SESS010199,USR0556,2024-04-19,25,Mobile,Starter
SESS010200,USR0556,2024-06-13,36,Mobile,Starter
SESS010201,USR0556,2024-06-09,27,Web,Starter
SESS010202,USR0556,2024-03-26,19,Web,Starter
SESS010203,USR0556,2024-06-07,14,Web,Starter
SESS010204,USR0556,2024-04-02,30,Web,Starter
SESS010205,USR0556,2024-04-22,28,Web,Starter
SESS010206,USR0556,2024-06-17,45,Web,Starter
SESS010207,USR0556,2024-03-30,45,Web,Starter
SESS010208,USR0556,2024-05-25,44,Desktop App,Starter
SESS010209,USR0556,2024-06-11,41,Desktop App,Starter
SESS010210,USR0556,2024-04-12,14,Web,Starter
SESS010211,USR0556,2024-06-08,11,Web,Starter
SESS010212,USR0556,2024-06-15,36,Web,Starter
SESS010213,USR0556,2024-04-08,20,Mobile,Starter
SESS010214,USR0557,2024-06-22,35,Web,Enterprise
SESS010215,USR0557,2024-06-22,49,Web,Enterprise
SESS010216,USR0557,2024-06-28,30,Mobile,Enterprise
SESS010217,USR0557,2024-06-26,80,Web,Enterprise
SESS010218,USR0557,2024-06-21,38,Desktop App,Enterprise
SESS010219,USR0557,2024-06-25,21,Web,Enterprise
SESS010220,USR0557,2024-06-30,81,Web,Enterprise
SESS010221,USR0557,2024-06-26,28,Mobile,Enterprise
SESS010222,USR0557,2024-06-24,64,Mobile,Enterprise
SESS010223,USR0557,2024-06-29,49,Mobile,Enterprise
SESS010224,USR0557,2024-06-22,27,Mobile,Enterprise
SESS010225,USR0557,2024-06-26,32,Mobile,Enterprise
SESS010226,USR0557,2024-06-21,37,Web,Enterprise
SESS010227,USR0557,2024-06-24,23,Web,Enterprise
SESS010228,USR0557,2024-06-24,25,Mobile,Enterprise
SESS010229,USR0557,2024-06-26,88,Web,Enterprise
SESS010230,USR0557,2024-06-28,50,Mobile,Enterprise
SESS010231,USR0557,2024-06-26,67,Desktop App,Enterprise
SESS010232,USR0557,2024-06-22,46,Web,Enterprise
SESS010233,USR0557,2024-06-30,28,Mobile,Enterprise
SESS010234,USR0557,2024-06-21,64,Desktop App,Enterprise
SESS010235,USR0557,2024-06-28,55,Desktop App,Enterprise
SESS010236,USR0557,2024-06-25,86,Desktop App,Enterprise
SESS010237,USR0557,2024-06-23,75,Mobile,Enterprise
SESS010238,USR0557,2024-06-30,59,Web,Enterprise
SESS010239,USR0557,2024-06-29,73,Mobile,Enterprise
SESS010240,USR0557,2024-06-25,43,Desktop App,Enterprise
SESS010241,USR0557,2024-06-21,34,Web,Enterprise
SESS010242,USR0557,2024-06-27,84,Mobile,Enterprise
SESS010243,USR0557,2024-06-23,47,Web,Enterprise
SESS010244,USR0557,2024-06-29,86,Desktop App,Enterprise
SESS010245,USR0557,2024-06-21,39,Web,Enterprise
SESS010246,USR0557,2024-06-30,51,Desktop App,Enterprise
SESS010247,USR0557,2024-06-26,84,Web,Enterprise
SESS010248,USR0557,2024-06-26,62,Web,Enterprise
SESS010249,USR0557,2024-06-30,83,Desktop App,Enterprise
SESS010250,USR0557,2024-06-24,32,Web,Enterprise
SESS010251,USR0557,2024-06-29,20,Mobile,Enterprise
SESS010252,USR0557,2024-06-29,67,Web,Enterprise
SESS010253,USR0557,2024-06-25,63,Web,Enterprise
SESS010254,USR0557,2024-06-21,69,Web,Enterprise
SESS010255,USR0557,2024-06-30,62,Mobile,Enterprise
SESS010256,USR0557,2024-06-23,58,Web,Enterprise
SESS010257,USR0557,2024-06-21,78,Web,Enterprise
SESS010258,USR0557,2024-06-29,53,Web,Enterprise
SESS010259,USR0557,2024-06-27,63,Desktop App,Enterprise
SESS010260,USR0557,2024-06-30,27,Web,Enterprise
SESS010261,USR0557,2024-06-22,77,Mobile,Enterprise
SESS010262,USR0557,2024-06-26,30,Web,Enterprise
SESS010263,USR0557,2024-06-28,39,Web,Enterprise
SESS010264,USR0557,2024-06-29,44,Mobile,Enterprise
SESS010265,USR0557,2024-06-23,48,Web,Enterprise
SESS010266,USR0557,2024-06-29,57,Web,Enterprise
SESS010267,USR0557,2024-06-26,37,Web,Enterprise
SESS010268,USR0557,2024-06-29,36,Web,Enterprise
SESS010269,USR0557,2024-06-29,73,Web,Enterprise
SESS010270,USR0557,2024-06-21,80,Web,Enterprise
SESS010271,USR0557,2024-06-29,49,Web,Enterprise
SESS010272,USR0557,2024-06-23,63,Desktop App,Enterprise
SESS010273,USR0557,2024-06-25,65,Web,Enterprise
SESS010274,USR0558,2024-06-14,50,Web,Enterprise
SESS010275,USR0558,2024-05-07,64,Web,Enterprise
SESS010276,USR0558,2024-01-25,55,Web,Enterprise
SESS010277,USR0558,2024-06-29,81,Web,Enterprise
SESS010278,USR0558,2024-04-04,37,Desktop App,Enterprise
SESS010279,USR0558,2024-02-08,61,Web,Enterprise
SESS010280,USR0558,2024-03-29,48,Web,Enterprise
SESS010281,USR0558,2024-06-06,57,Desktop App,Enterprise
SESS010282,USR0558,2024-06-06,69,Web,Enterprise
SESS010283,USR0558,2024-02-16,34,Mobile,Enterprise
SESS010284,USR0558,2024-02-09,43,Web,Enterprise
SESS010285,USR0558,2024-04-17,39,Mobile,Enterprise
SESS010286,USR0558,2024-02-25,82,Mobile,Enterprise
SESS010287,USR0558,2024-02-16,73,Web,Enterprise
SESS010288,USR0558,2024-06-11,77,Mobile,Enterprise
SESS010289,USR0558,2024-01-27,27,Desktop App,Enterprise
SESS010290,USR0558,2024-04-06,64,Mobile,Enterprise
SESS010291,USR0558,2024-06-18,74,Desktop App,Enterprise
SESS010292,USR0558,2024-06-14,70,Mobile,Enterprise
SESS010293,USR0558,2024-06-09,73,Mobile,Enterprise
SESS010294,USR0558,2024-01-27,29,Web,Enterprise
SESS010295,USR0558,2024-04-17,32,Web,Enterprise
SESS010296,USR0558,2024-03-16,62,Mobile,Enterprise
SESS010297,USR0558,2024-06-05,44,Mobile,Enterprise
SESS010298,USR0558,2024-03-13,86,Web,Enterprise
SESS010299,USR0558,2024-04-18,52,Web,Enterprise
SESS010300,USR0558,2024-05-09,27,Mobile,Enterprise
SESS010301,USR0558,2024-02-11,84,Web,Enterprise
SESS010302,USR0558,2024-05-26,34,Web,Enterprise
SESS010303,USR0558,2024-05-17,77,Web,Enterprise
SESS010304,USR0558,2024-04-07,40,Web,Enterprise
SESS010305,USR0558,2024-05-19,62,Mobile,Enterprise
SESS010306,USR0558,2024-06-08,29,Web,Enterprise
SESS010307,USR0558,2024-03-28,21,Mobile,Enterprise
SESS010308,USR0558,2024-06-09,80,Web,Enterprise
SESS010309,USR0558,2024-05-18,79,Web,Enterprise
SESS010310,USR0558,2024-01-28,80,Mobile,Enterprise
SESS010311,USR0558,2024-01-27,42,Web,Enterprise
SESS010312,USR0558,2024-03-13,46,Web,Enterprise
SESS010313,USR0558,2024-03-03,38,Web,Enterprise
SESS010314,USR0558,2024-03-20,50,Web,Enterprise
SESS010315,USR0558,2024-05-01,87,Web,Enterprise
SESS010316,USR0559,2024-06-26,23,Mobile,Enterprise
SESS010317,USR0559,2024-06-30,83,Web,Enterprise
SESS010318,USR0559,2024-06-27,48,Mobile,Enterprise
SESS010319,USR0559,2024-06-25,74,Web,Enterprise
SESS010320,USR0559,2024-06-29,38,Desktop App,Enterprise
SESS010321,USR0559,2024-06-25,66,Web,Enterprise
SESS010322,USR0559,2024-06-27,25,Web,Enterprise
SESS010323,USR0559,2024-06-26,70,Web,Enterprise
SESS010324,USR0559,2024-06-27,69,Web,Enterprise
SESS010325,USR0559,2024-06-27,50,Web,Enterprise
SESS010326,USR0559,2024-06-25,55,Mobile,Enterprise
SESS010327,USR0559,2024-06-29,27,Web,Enterprise
SESS010328,USR0559,2024-06-30,22,Web,Enterprise
SESS010329,USR0559,2024-06-30,45,Web,Enterprise
SESS010330,USR0559,2024-06-29,81,Web,Enterprise
SESS010331,USR0559,2024-06-26,67,Web,Enterprise
SESS010332,USR0559,2024-06-30,47,Web,Enterprise
SESS010333,USR0559,2024-06-25,70,Mobile,Enterprise
SESS010334,USR0559,2024-06-26,75,Web,Enterprise
SESS010335,USR0559,2024-06-25,54,Mobile,Enterprise
SESS010336,USR0559,2024-06-25,63,Web,Enterprise
SESS010337,USR0559,2024-06-27,50,Mobile,Enterprise
SESS010338,USR0559,2024-06-27,73,Web,Enterprise
SESS010339,USR0559,2024-06-29,64,Web,Enterprise
SESS010340,USR0559,2024-06-28,61,Web,Enterprise
SESS010341,USR0559,2024-06-28,51,Web,Enterprise
SESS010342,USR0559,2024-06-30,85,Web,Enterprise
SESS010343,USR0559,2024-06-27,52,Desktop App,Enterprise
SESS010344,USR0559,2024-06-26,36,Web,Enterprise
SESS010345,USR0559,2024-06-30,86,Mobile,Enterprise
SESS010346,USR0559,2024-06-28,53,Web,Enterprise
SESS010347,USR0559,2024-06-26,57,Web,Enterprise
SESS010348,USR0559,2024-06-30,20,Web,Enterprise
SESS010349,USR0559,2024-06-25,87,Web,Enterprise
SESS010350,USR0559,2024-06-26,74,Web,Enterprise
SESS010351,USR0559,2024-06-26,89,Web,Enterprise
SESS010352,USR0559,2024-06-29,34,Web,Enterprise
SESS010353,USR0559,2024-06-25,84,Web,Enterprise
SESS010354,USR0559,2024-06-30,39,Web,Enterprise
SESS010355,USR0559,2024-06-28,79,Mobile,Enterprise
SESS010356,USR0559,2024-06-27,53,Web,Enterprise
SESS010357,USR0559,2024-06-30,32,Web,Enterprise
SESS010358,USR0559,2024-06-27,32,Web,Enterprise
SESS010359,USR0559,2024-06-30,38,Mobile,Enterprise
SESS010360,USR0559,2024-06-26,88,Web,Enterprise
SESS010361,USR0559,2024-06-30,36,Desktop App,Enterprise
SESS010362,USR0559,2024-06-28,61,Mobile,Enterprise
SESS010363,USR0559,2024-06-29,48,Web,Enterprise
SESS010364,USR0559,2024-06-29,72,Web,Enterprise
SESS010365,USR0559,2024-06-30,85,Desktop App,Enterprise
SESS010366,USR0559,2024-06-26,65,Mobile,Enterprise
SESS010367,USR0559,2024-06-29,62,Web,Enterprise
SESS010368,USR0559,2024-06-28,86,Web,Enterprise
SESS010369,USR0559,2024-06-28,40,Mobile,Enterprise
SESS010370,USR0559,2024-06-25,43,Web,Enterprise
SESS010371,USR0559,2024-06-29,65,Web,Enterprise
SESS010372,USR0559,2024-06-25,49,Web,Enterprise
SESS010373,USR0559,2024-06-30,59,Mobile,Enterprise
SESS010374,USR0559,2024-06-27,47,Mobile,Enterprise
SESS010375,USR0559,2024-06-28,50,Web,Enterprise
SESS010376,USR0560,2024-06-23,12,Web,Starter
SESS010377,USR0560,2024-03-24,23,Mobile,Starter
SESS010378,USR0560,2024-04-09,36,Web,Starter
SESS010379,USR0560,2024-04-18,44,Web,Starter
SESS010380,USR0560,2024-03-20,35,Web,Starter
SESS010381,USR0560,2024-05-12,11,Web,Starter
SESS010382,USR0560,2024-06-03,37,Desktop App,Starter
SESS010383,USR0560,2024-06-13,36,Web,Starter
SESS010384,USR0560,2024-03-22,27,Web,Starter
SESS010385,USR0560,2024-05-09,10,Web,Starter
SESS010386,USR0560,2024-05-21,25,Desktop App,Starter
SESS010387,USR0560,2024-05-24,42,Mobile,Starter
SESS010388,USR0560,2024-05-10,37,Mobile,Starter
SESS010389,USR0560,2024-05-07,42,Desktop App,Starter
SESS010390,USR0560,2024-06-20,14,Web,Starter
SESS010391,USR0560,2024-05-25,44,Mobile,Starter
SESS010392,USR0560,2024-06-14,14,Mobile,Starter
SESS010393,USR0561,2024-06-24,39,Web,Starter
SESS010394,USR0561,2024-05-26,27,Mobile,Starter
SESS010395,USR0561,2024-05-18,41,Desktop App,Starter
SESS010396,USR0561,2024-05-25,44,Web,Starter
SESS010397,USR0561,2024-05-15,13,Web,Starter
SESS010398,USR0561,2024-05-26,18,Desktop App,Starter
SESS010399,USR0561,2024-06-14,23,Web,Starter
SESS010400,USR0561,2024-05-09,17,Web,Starter
SESS010401,USR0561,2024-06-20,28,Web,Starter
SESS010402,USR0561,2024-06-12,24,Web,Starter
SESS010403,USR0561,2024-05-16,33,Web,Starter
SESS010404,USR0561,2024-05-21,32,Desktop App,Starter
SESS010405,USR0561,2024-05-26,39,Web,Starter
SESS010406,USR0561,2024-06-10,45,Web,Starter
SESS010407,USR0561,2024-05-14,29,Web,Starter
SESS010408,USR0561,2024-05-16,15,Mobile,Starter
SESS010409,USR0562,2024-06-20,34,Web,Growth
SESS010410,USR0562,2024-06-14,36,Mobile,Growth
SESS010411,USR0562,2024-06-27,32,Mobile,Growth
SESS010412,USR0562,2024-06-27,15,Web,Growth
SESS010413,USR0562,2024-06-15,20,Web,Growth
SESS010414,USR0562,2024-06-02,31,Web,Growth
SESS010415,USR0562,2024-06-15,58,Desktop App,Growth
SESS010416,USR0562,2024-06-07,36,Mobile,Growth
SESS010417,USR0562,2024-06-12,34,Mobile,Growth
SESS010418,USR0562,2024-05-30,29,Web,Growth
SESS010419,USR0562,2024-06-09,55,Mobile,Growth
SESS010420,USR0562,2024-06-26,30,Mobile,Growth
SESS010421,USR0562,2024-06-08,23,Mobile,Growth
SESS010422,USR0562,2024-06-13,55,Web,Growth
SESS010423,USR0562,2024-06-20,38,Web,Growth
SESS010424,USR0563,2024-06-28,10,Desktop App,Starter
SESS010425,USR0563,2024-06-26,34,Web,Starter
SESS010426,USR0563,2024-06-10,25,Mobile,Starter
SESS010427,USR0563,2024-06-17,31,Desktop App,Starter
SESS010428,USR0563,2024-06-28,19,Web,Starter
SESS010429,USR0563,2024-06-23,12,Mobile,Starter
SESS010430,USR0563,2024-06-07,17,Mobile,Starter
SESS010431,USR0563,2024-06-12,20,Web,Starter
SESS010432,USR0563,2024-06-15,15,Web,Starter
SESS010433,USR0563,2024-06-24,21,Web,Starter
SESS010434,USR0563,2024-06-08,34,Web,Starter
SESS010435,USR0563,2024-06-21,45,Web,Starter
SESS010436,USR0563,2024-06-30,11,Web,Starter
SESS010437,USR0563,2024-06-29,24,Web,Starter
SESS010438,USR0564,2024-05-04,49,Web,Enterprise
SESS010439,USR0564,2024-04-07,84,Web,Enterprise
SESS010440,USR0564,2024-04-24,75,Web,Enterprise
SESS010441,USR0564,2024-04-18,57,Web,Enterprise
SESS010442,USR0564,2024-04-27,44,Web,Enterprise
SESS010443,USR0564,2024-04-13,41,Web,Enterprise
SESS010444,USR0564,2024-04-24,34,Mobile,Enterprise
SESS010445,USR0564,2024-04-14,50,Web,Enterprise
SESS010446,USR0564,2024-04-13,21,Mobile,Enterprise
SESS010447,USR0564,2024-04-14,82,Web,Enterprise
SESS010448,USR0564,2024-05-02,55,Web,Enterprise
SESS010449,USR0564,2024-05-02,57,Web,Enterprise
SESS010450,USR0564,2024-04-09,68,Mobile,Enterprise
SESS010451,USR0564,2024-04-30,89,Desktop App,Enterprise
SESS010452,USR0564,2024-04-19,48,Web,Enterprise
SESS010453,USR0564,2024-04-19,75,Web,Enterprise
SESS010454,USR0564,2024-04-07,33,Mobile,Enterprise
SESS010455,USR0564,2024-04-11,78,Mobile,Enterprise
SESS010456,USR0564,2024-04-24,52,Mobile,Enterprise
SESS010457,USR0564,2024-04-20,30,Desktop App,Enterprise
SESS010458,USR0564,2024-04-12,75,Desktop App,Enterprise
SESS010459,USR0564,2024-04-17,68,Web,Enterprise
SESS010460,USR0564,2024-04-24,82,Web,Enterprise
SESS010461,USR0564,2024-04-16,53,Mobile,Enterprise
SESS010462,USR0564,2024-04-22,54,Mobile,Enterprise
SESS010463,USR0564,2024-04-26,80,Mobile,Enterprise
SESS010464,USR0564,2024-04-11,31,Mobile,Enterprise
SESS010465,USR0564,2024-04-24,67,Mobile,Enterprise
SESS010466,USR0564,2024-04-22,69,Web,Enterprise
SESS010467,USR0564,2024-04-26,57,Mobile,Enterprise
SESS010468,USR0564,2024-04-30,67,Web,Enterprise
SESS010469,USR0564,2024-04-13,32,Web,Enterprise
SESS010470,USR0564,2024-04-24,65,Desktop App,Enterprise
SESS010471,USR0564,2024-04-23,26,Web,Enterprise
SESS010472,USR0564,2024-05-02,82,Web,Enterprise
SESS010473,USR0564,2024-04-10,53,Web,Enterprise
SESS010474,USR0564,2024-04-20,66,Mobile,Enterprise
SESS010475,USR0564,2024-04-20,28,Web,Enterprise
SESS010476,USR0564,2024-04-20,44,Web,Enterprise
SESS010477,USR0564,2024-04-12,23,Web,Enterprise
SESS010478,USR0564,2024-04-24,74,Mobile,Enterprise
SESS010479,USR0564,2024-04-30,37,Web,Enterprise
SESS010480,USR0564,2024-04-06,83,Web,Enterprise
SESS010481,USR0564,2024-04-22,39,Desktop App,Enterprise
SESS010482,USR0564,2024-04-27,88,Mobile,Enterprise
SESS010483,USR0564,2024-04-12,64,Mobile,Enterprise
SESS010484,USR0564,2024-04-16,42,Web,Enterprise
SESS010485,USR0564,2024-04-29,69,Web,Enterprise
SESS010486,USR0564,2024-04-15,89,Web,Enterprise
SESS010487,USR0564,2024-04-28,78,Web,Enterprise
SESS010488,USR0564,2024-04-06,75,Web,Enterprise
SESS010489,USR0564,2024-04-11,24,Web,Enterprise
SESS010490,USR0564,2024-05-01,31,Mobile,Enterprise
SESS010491,USR0565,2024-06-12,41,Mobile,Starter
SESS010492,USR0565,2024-05-07,12,Web,Starter
SESS010493,USR0565,2024-05-21,12,Web,Starter
SESS010494,USR0565,2024-05-26,43,Web,Starter
SESS010495,USR0565,2024-06-20,14,Mobile,Starter
SESS010496,USR0565,2024-06-02,18,Desktop App,Starter
SESS010497,USR0565,2024-06-19,40,Web,Starter
SESS010498,USR0565,2024-05-09,41,Web,Starter
SESS010499,USR0565,2024-05-25,17,Mobile,Starter
SESS010500,USR0565,2024-06-11,14,Desktop App,Starter
SESS010501,USR0565,2024-06-22,28,Mobile,Starter
SESS010502,USR0565,2024-06-13,20,Desktop App,Starter
SESS010503,USR0565,2024-05-26,42,Desktop App,Starter
SESS010504,USR0565,2024-05-13,16,Mobile,Starter
SESS010505,USR0565,2024-05-18,37,Desktop App,Starter
SESS010506,USR0566,2024-06-16,12,Web,Starter
SESS010507,USR0566,2024-06-30,31,Web,Starter
SESS010508,USR0566,2024-06-23,39,Mobile,Starter
SESS010509,USR0566,2024-05-31,32,Web,Starter
SESS010510,USR0566,2024-06-19,12,Mobile,Starter
SESS010511,USR0566,2024-06-20,23,Mobile,Starter
SESS010512,USR0566,2024-05-31,30,Mobile,Starter
SESS010513,USR0566,2024-06-18,23,Desktop App,Starter
SESS010514,USR0567,2024-05-11,11,Mobile,Trial
SESS010515,USR0567,2024-04-03,23,Mobile,Trial
SESS010516,USR0567,2024-05-16,12,Web,Trial
SESS010517,USR0567,2024-05-19,18,Web,Trial
SESS010518,USR0567,2024-06-26,18,Mobile,Trial
SESS010519,USR0567,2024-05-21,20,Web,Trial
SESS010520,USR0567,2024-06-07,8,Desktop App,Trial
SESS010521,USR0568,2024-06-15,44,Web,Starter
SESS010522,USR0568,2024-05-06,25,Web,Starter
SESS010523,USR0568,2024-03-08,23,Web,Starter
SESS010524,USR0568,2024-05-17,45,Web,Starter
SESS010525,USR0568,2024-06-30,22,Web,Starter
SESS010526,USR0568,2024-03-29,21,Web,Starter
SESS010527,USR0568,2024-02-07,23,Mobile,Starter
SESS010528,USR0568,2024-04-09,25,Mobile,Starter
SESS010529,USR0568,2024-06-22,34,Web,Starter
SESS010530,USR0568,2024-01-23,26,Mobile,Starter
SESS010531,USR0568,2024-06-23,29,Mobile,Starter
SESS010532,USR0568,2024-03-04,27,Desktop App,Starter
SESS010533,USR0568,2024-05-05,23,Web,Starter
SESS010534,USR0568,2024-02-24,43,Mobile,Starter
SESS010535,USR0568,2024-03-21,20,Web,Starter
SESS010536,USR0568,2024-04-13,31,Desktop App,Starter
SESS010537,USR0568,2024-06-12,34,Web,Starter
SESS010538,USR0569,2024-06-30,11,Web,Starter
SESS010539,USR0569,2024-06-27,20,Web,Starter
SESS010540,USR0569,2024-06-18,25,Mobile,Starter
SESS010541,USR0569,2024-06-23,21,Web,Starter
